Country,Event,Event Link,Event Logo,Country Link,Country Logo,Artist,Artist Link,Song,Song Link,Flag
United Kingdom,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Imaani,https://eurovision.tv/participant/imaani,Where Are You?,https://www.youtube.com/watch?v=7D7fTr2H_X8,1
Austria,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Bettina Soriat,https://eurovision.tv/participant/bettina-soriat,One Step,https://www.youtube.com/watch?v=E6jQLQMrpCs,1
Bosnia & Herzegovina,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/bosnia-herzegovina,https://static.eurovision.tv/hb-cgi/images/915c46b4-e671-4ecf-ac95-0b989830e10f.svg,Alma Cardzic,https://eurovision.tv/participant/alma-cardzic,Goodbye,https://www.youtube.com/watch?v=tHS530-kzG4,1
Croatia,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/croatia,https://static.eurovision.tv/hb-cgi/images/8d93887c-4206-405c-bcf9-2f15ab74d1ac.svg,ENI,https://eurovision.tv/participant/eni,Probudi Me,https://www.youtube.com/watch?v=qgFOLokXTwE,1
Cyprus,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/cyprus,https://static.eurovision.tv/hb-cgi/images/8d9388bc-39b2-4c25-ac07-51f9e63967c0.svg,Chara and Andreas Konstantinou,https://eurovision.tv/participant/chara-and-andreas-konstantinou,Mana Mou,https://www.youtube.com/watch?v=Fw6pHabuXzM,1
Denmark,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Kølig Kaj,https://eurovision.tv/participant/koelig-kaj,Stemmen I Mit Liv,https://www.youtube.com/watch?v=vlx_CjPMvMo,1
Estonia,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/estonia,https://static.eurovision.tv/hb-cgi/images/8d9388b0-cfa5-47fe-8d1c-ec1a9d773af2.svg,Maarja-Liis Ilus,https://eurovision.tv/participant/maarja-liis-ilus,Keelatud Maa,https://www.youtube.com/watch?v=3Ry_q3ZrlHk,1
France,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Fanny,https://eurovision.tv/participant/fanny,Sentiments Songes,https://www.youtube.com/watch?v=vIeCPUdqhx0,1
Germany,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Bianca Shomburg,https://eurovision.tv/participant/bianca-shomburg,Zeit,https://www.youtube.com/watch?v=dhVDQaFkGZI,1
Greece,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/greece,https://static.eurovision.tv/hb-cgi/images/8d93887d-4341-4b77-9c5c-7ad22f3262b3.svg,Marianna Zorba,https://eurovision.tv/participant/marianna-zorba,Horepse,https://www.youtube.com/watch?v=JE7z2PhlKNE,1
Hungary,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/hungary,https://static.eurovision.tv/hb-cgi/images/8d93887b-f81b-4766-92d1-0324884a9d2a.svg,VIP,https://eurovision.tv/participant/vip,"Miert Kell, Hogy Elmenj?",https://www.youtube.com/watch?v=a_q3vsP0vbQ,1
Iceland,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/iceland,https://static.eurovision.tv/hb-cgi/images/8d9a46c4-def5-4b18-b4af-375320fbac0e.svg,Paul Oscar,https://eurovision.tv/participant/paul-oscar,Minn Hinsti Dans,https://www.youtube.com/watch?v=jyt3nv3eCik,1
Ireland,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/ireland,https://static.eurovision.tv/hb-cgi/images/8d93887b-7df6-40dc-bfa5-aa99d70ac957.svg,Marc Roberts,https://eurovision.tv/participant/marc-roberts,Mysterious Woman,https://www.youtube.com/watch?v=mU2dFz3hSvI,1
Italy,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Jalisse,https://eurovision.tv/participant/jalisse,Fiumi Di Parole,https://www.youtube.com/watch?v=pvSpTFq0McI,1
Malta,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/malta,https://static.eurovision.tv/hb-cgi/images/8d9387f2-8d60-494e-bd92-0d201e17c376.svg,Debbie Scerri,https://eurovision.tv/participant/debbie-scerri,Let Me Fly,https://www.youtube.com/watch?v=1Z6UYzbhb0Q,1
Norway,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Tor Endresen,https://eurovision.tv/participant/tor-endresen,San Francisco,https://www.youtube.com/watch?v=Q44jbXfjPsg,1
Poland,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/poland,https://static.eurovision.tv/hb-cgi/images/8d9387d4-cc6f-437f-a646-cb3bde395dc2.svg,Anna Maria Jopek,https://eurovision.tv/participant/anna-maria-jopek,Ale Jestem,https://www.youtube.com/watch?v=m9DYL4B8OXA,1
Portugal,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/portugal,https://static.eurovision.tv/hb-cgi/images/8d9387d4-255c-4052-b159-b62ef4ea2394.svg,Célia Lawson,https://eurovision.tv/participant/celia-lawson,Antes Do Adeus,https://www.youtube.com/watch?v=m1PP9szVuVk,1
Russia,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/russia,https://static.eurovision.tv/hb-cgi/images/8d9387d3-056c-418a-a660-c192add9a5b9.svg,Alla Pugachova,https://eurovision.tv/participant/alla-pugachova,Primadonna,https://www.youtube.com/watch?v=OK2MTpcle54,1
Slovenia,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/slovenia,https://static.eurovision.tv/hb-cgi/images/8d938784-099c-474a-99fb-51ec49400899.svg,Tanja Ribic,https://eurovision.tv/participant/tanja-ribic,Zbudi Se,https://www.youtube.com/watch?v=2lq5sEkluZE,1
Spain,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Marcos Llunas,https://eurovision.tv/participant/marcos-llunas,Sin Rencor,https://www.youtube.com/watch?v=sjVbu2Pvdqw,1
Sweden,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Blond,https://eurovision.tv/participant/blond,Bara Hon älskar Mig,https://www.youtube.com/watch?v=V43-lXy4QjY,1
Switzerland,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Barbara Berta,https://eurovision.tv/participant/barbara-berta,Dentro Di Me,https://www.youtube.com/watch?v=qgFOLokXTwE,1
The Netherlands,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Mrs. Einstein,https://eurovision.tv/participant/mrs-einstein,Niemand Heeft Nog Tijd,https://www.youtube.com/watch?v=QaaH2K9x9Hg,1
Turkey,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/turkey,https://static.eurovision.tv/hb-cgi/images/8d938782-89b1-436d-b9ae-675e8705d167.svg,Sebnem Paker and Group Etnic,https://eurovision.tv/participant/sebnem-paker-and-group-etnic,Dinle,https://www.youtube.com/watch?v=LAyNvKpwp1M,1
United Kingdom,Dublin 1997,https://eurovision.tv/event/dublin-1997,https://static.eurovision.tv/hb-cgi/images/8d917f48-701e-4559-867f-e6a6b8313cfb.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Katrina and The Waves,https://eurovision.tv/participant/katrina-and-the-waves,Love Shine A Light,https://www.youtube.com/watch?v=azw4Kh8Rqpw,1
Austria,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,George Nußbaumer,https://eurovision.tv/participant/george-nussbaumer,Weil's Dr Guat Got,https://www.youtube.com/watch?v=Uiv5KFnkAUI,1
Belgium,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Lisa del Bo,https://eurovision.tv/participant/lisa-del-bo,Liefde Is Een Kaartspel,https://www.youtube.com/watch?v=q3uFWzsORoM,1
Bosnia & Herzegovina,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/bosnia-herzegovina,https://static.eurovision.tv/hb-cgi/images/915c46b4-e671-4ecf-ac95-0b989830e10f.svg,Amila Glamocak,https://eurovision.tv/participant/amila-glamocak,Za Nau Ljubav,https://www.youtube.com/watch?v=3062NrjNusI,1
Croatia,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/croatia,https://static.eurovision.tv/hb-cgi/images/8d93887c-4206-405c-bcf9-2f15ab74d1ac.svg,Maja Blagdan,https://eurovision.tv/participant/maja-blagdan,Sveta Ljubav,https://www.youtube.com/watch?v=UpSpmPUxuzQ,1
Cyprus,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/cyprus,https://static.eurovision.tv/hb-cgi/images/8d9388bc-39b2-4c25-ac07-51f9e63967c0.svg,Constantinos,https://eurovision.tv/participant/constantinos,Móno Gia Más,https://www.youtube.com/watch?v=OLy5yXeHjYc,1
Estonia,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/estonia,https://static.eurovision.tv/hb-cgi/images/8d9388b0-cfa5-47fe-8d1c-ec1a9d773af2.svg,Ivo Linna and Maarja-Liis Ilus,https://eurovision.tv/participant/ivo-linna-and-maarja-liis-ilus,Kaelakee Hääl,https://www.youtube.com/watch?v=mQI9GitZjDE,1
Finland,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/finland,https://static.eurovision.tv/hb-cgi/images/8d938883-a75b-4720-8911-8e3796f2a7d1.svg,Jasmine,https://eurovision.tv/participant/jasmine,Niin Kaunis On Taivas,https://www.youtube.com/watch?v=YabrOmG3wQg,1
France,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Dan Ar Braz et l'Héritage des Celtes,https://eurovision.tv/participant/dan-ar-braz-et-l-heritage-des-celtes,Diwanit Bugale,https://www.youtube.com/watch?v=DqIRYrzHoJo,1
Greece,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/greece,https://static.eurovision.tv/hb-cgi/images/8d93887d-4341-4b77-9c5c-7ad22f3262b3.svg,Marianna Efstratiou,https://eurovision.tv/participant/marianna-efstratiou,Emis Forame To Himona Anixiatika,https://www.youtube.com/watch?v=f-M94SU2RrA,1
Iceland,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/iceland,https://static.eurovision.tv/hb-cgi/images/8d9a46c4-def5-4b18-b4af-375320fbac0e.svg,Anna Mjöll,https://eurovision.tv/participant/anna-mjoell,Sjúbídú,https://www.youtube.com/watch?v=dS9CThicBjM,1
Ireland,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/ireland,https://static.eurovision.tv/hb-cgi/images/8d93887b-7df6-40dc-bfa5-aa99d70ac957.svg,Eimear Quinn,https://eurovision.tv/participant/eimear-quinn,The Voice,https://www.youtube.com/watch?v=KyA4wO5iqJI,1
Malta,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/malta,https://static.eurovision.tv/hb-cgi/images/8d9387f2-8d60-494e-bd92-0d201e17c376.svg,Miriam Christine,https://eurovision.tv/participant/miriam-christine,In A Woman's Heart,https://www.youtube.com/watch?v=0Aer1dW6HhI,1
Norway,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Elisabeth Andreasson,https://eurovision.tv/participant/elisabeth-andreasson,I Evighet,https://www.youtube.com/watch?v=4tfTLr1sLg0,1
Poland,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/poland,https://static.eurovision.tv/hb-cgi/images/8d9387d4-cc6f-437f-a646-cb3bde395dc2.svg,Kasia Kowalska,https://eurovision.tv/participant/kasia-kowalska,Chce Znac Swój Grzech,https://www.youtube.com/watch?v=f-4XzUYNtPU,1
Portugal,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/portugal,https://static.eurovision.tv/hb-cgi/images/8d9387d4-255c-4052-b159-b62ef4ea2394.svg,Lúcia Moniz,https://eurovision.tv/participant/lucia-moniz,O Meu Coração Não Tem Cor,https://www.youtube.com/watch?v=JajCDOGhn2s,1
Slovakia,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/slovakia,https://static.eurovision.tv/hb-cgi/images/8d9387cf-e1f3-4a73-bc96-bc9a59cb60a4.svg,Marcel Palonder,https://eurovision.tv/participant/marcel-palonder,Kým Nás Má,https://www.youtube.com/watch?v=CFP1-f7Yv-s,1
Slovenia,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/slovenia,https://static.eurovision.tv/hb-cgi/images/8d938784-099c-474a-99fb-51ec49400899.svg,Regina,https://eurovision.tv/participant/regina,Dan najlepših sanj,https://www.youtube.com/watch?v=Rc6jqED8-c8,1
Spain,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Antonio Carbonell,https://eurovision.tv/participant/antonio-carbonell,"¡Ay, Qué Deseo!",https://www.youtube.com/watch?v=aZ4PSqzYqJM,1
Sweden,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,One More Time,https://eurovision.tv/participant/one-more-time,Den Vilda,https://www.youtube.com/watch?v=WJWWblka7J4,1
Switzerland,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Cathy Leander,https://eurovision.tv/participant/cathy-leander,Mon Coeur L'aime,https://www.youtube.com/watch?v=00zAtc4-HDY,1
The Netherlands,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Maxine and Franklin Brown,https://eurovision.tv/participant/maxine-and-franklin-brown,De Eerste Keer,https://www.youtube.com/watch?v=n9ZwWM1Bfas,1
Turkey,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/turkey,https://static.eurovision.tv/hb-cgi/images/8d938782-89b1-436d-b9ae-675e8705d167.svg,Şebnem Paker,https://eurovision.tv/participant/sebnem-paker,Besinçi Mevsim,https://www.youtube.com/watch?v=qkW2VFkNJbk,1
United Kingdom,Oslo 1996,https://eurovision.tv/event/oslo-1996,https://static.eurovision.tv/hb-cgi/images/8d917f48-5c1b-466f-b1b7-795b650c2f02.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Gina G,https://eurovision.tv/participant/gina-g,Ooh...Aah...Just A Little Bit,https://www.youtube.com/watch?v=pbOmNpd56kw,1
Austria,Dublin 1995,https://eurovision.tv/event/dublin-1995,https://static.eurovision.tv/hb-cgi/images/8d917f48-2837-44b2-a00b-b21a084a0f77.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Stella Jones,https://eurovision.tv/participant/stella-jones,Die Welt Dreht Sich Verkehrt,https://www.youtube.com/watch?v=8WUbgUyrTEM,1
Belgium,Dublin 1995,https://eurovision.tv/event/dublin-1995,https://static.eurovision.tv/hb-cgi/images/8d917f48-2837-44b2-a00b-b21a084a0f77.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Frédéric Etherlinck,https://eurovision.tv/participant/frederic-etherlinck,La Voix Est Libre,https://www.youtube.com/watch?v=YW2MEYK-GBw,1
